pin_code,Total Schools,Total Public Schools,Total Private Schools
797111,185,144,41
785685,185,159,26
573116,185,144,41
470117,185,149,36
444503,185,159,26
444404,185,167,18
442704,185,183,2
431705,185,162,23
422103,185,144,41
274502,185,108,77
247774,185,97,88
191112,185,151,34
176314,185,168,17
824236,184,154,30
814120,184,179,5
812005,184,157,27
805125,184,157,27
788162,184,119,65
461775,184,134,50
442301,184,154,30
421306,184,84,100
416205,184,167,17
334023,184,137,47
326033,184,133,51
304024,184,138,46
262522,184,157,27
250611,184,116,68
852124,183,136,47
803213,183,140,43
801109,183,159,24
795149,183,153,30
784175,183,167,16
781309,183,146,37
591304,183,118,65
585202,183,113,70
485115,183,129,54
483773,183,141,42
465697,183,108,75
414202,183,173,10
391170,183,177,6
343022,183,130,53
283123,183,143,40
233302,183,71,112
209301,183,147,36
209101,183,130,53
208027,183,13,170
122105,183,143,40
799273,182,175,7
788931,182,167,15
785705,182,152,30
585223,182,93,89
481441,182,139,43
456443,182,107,75
415206,182,173,9
413203,182,153,29
401604,182,178,4
389260,182,168,14
313702,182,161,21
301408,182,96,86
301404,182,101,81
261136,182,152,30
246149,182,88,94
221104,182,111,71
221002,182,58,124
210201,182,133,49
173025,182,143,39
854202,181,156,25
847201,181,160,21
843119,181,158,23
801110,181,156,25
800001,181,78,103
791001,181,154,27
788806,181,105,76
782413,181,158,23
781317,181,144,37
563130,181,152,29
496450,181,158,23
491223,181,149,32
491111,181,147,34
481111,181,166,15
476339,181,161,20
456010,181,68,113
442605,181,154,27
431515,181,151,30
272165,181,120,61
244410,181,95,86
175011,181,153,28
852127,180,137,43
843111,180,151,29
843103,180,159,21
832301,180,159,21
815355,180,174,6
788722,180,112,68
781366,180,156,24
584101,180,76,104
493885,180,157,23
491332,180,156,24
488446,180,150,30
471313,180,156,24
460661,180,142,38
457770,180,165,15
431602,180,137,43
410205,180,177,3
389382,180,168,12
303328,180,104,76
284404,180,140,40
283114,180,147,33
281204,180,137,43
273151,180,119,61
233306,180,79,101
210126,180,159,21
206247,180,121,59
184204,180,160,20
852101,179,156,23
848101,179,114,65
833216,179,171,8
781137,179,151,28
562110,179,138,41
496330,179,169,10
496107,179,161,18
486220,179,132,47
441108,179,130,49
413521,179,155,24
341512,179,124,55
272162,179,135,44
841239,178,129,49
821113,178,152,26
562114,178,124,54
480334,178,151,27
462038,178,75,103
321205,178,113,65
273001,178,72,106
243723,178,129,49
209401,178,127,51
852112,177,150,27
844101,177,112,65
835226,177,160,17
824206,177,158,19
788712,177,131,46
425418,177,164,13
425401,177,151,26
422604,177,167,10
422204,177,173,4
413102,177,136,41
332301,177,71,106
307029,177,111,66
283115,177,143,34
272155,177,137,40
271881,177,140,37
243504,177,125,52
222162,177,88,89
221502,177,113,64
131301,177,101,76
847226,176,150,26
835220,176,164,12
829203,176,155,21
585301,176,106,70
563135,176,138,38
494777,176,164,12
470339,176,148,28
458110,176,124,52
441911,176,151,25
413307,176,149,27
413002,176,148,28
344011,176,159,17
312022,176,143,33
243637,176,147,29
207401,176,91,85
192401,176,146,30
134203,176,142,34
132114,176,101,75
855116,175,163,12
805103,175,138,37
799101,175,152,23
788734,175,118,57
784115,175,140,35
782428,175,137,38
781369,175,146,29
587301,175,89,86
562160,175,127,48
471311,175,151,24
442905,175,143,32
345025,175,148,27
321401,175,96,79
303103,175,98,77
285203,175,128,47
274405,175,124,51
273411,175,123,52
263153,175,74,101
232106,175,114,61
221301,175,77,98
181206,175,118,57
825402,174,123,51
783130,174,162,12
494444,174,155,19
488441,174,144,30
480115,174,140,34
473670,174,163,11
473115,174,131,43
431111,174,129,45
402109,174,165,9
344037,174,167,7
324005,174,39,135
251002,174,31,143
851129,173,128,45
843125,173,145,28
787034,173,130,43
785640,173,140,33
572130,173,149,24
571114,173,152,21
494635,173,167,6
494337,173,158,15
491444,173,159,14
444705,173,137,36
431202,173,145,28
423104,173,146,27
389140,173,149,24
334302,173,116,57
323021,173,116,57
313705,173,149,24
281122,173,113,60
251318,173,66,107
250406,173,119,54
250104,173,128,45
245205,173,121,52
184206,173,158,15
814102,172,157,15
788725,172,120,52
782104,172,146,26
573103,172,143,29
495687,172,140,32
483113,172,148,24
481768,172,163,9
475335,172,133,39
424101,172,144,28
394710,172,161,11
393040,172,161,11
342312,172,138,34
327021,172,153,19
302031,172,21,151
302017,172,26,146
272178,172,126,46
249128,172,154,18
221508,172,104,68
209868,172,131,41
182121,172,136,36
855108,171,150,21
813209,171,153,18
795133,171,118,53
794108,171,162,9
785675,171,152,19
494333,171,162,9
483332,171,142,29
464668,171,123,48
422601,171,163,8
274406,171,117,54
262724,171,137,34
225409,171,118,53
224143,171,101,70
843331,170,158,12
833220,170,151,19
824233,170,152,18
804403,170,126,44
495684,170,146,24
461771,170,141,29
413515,170,147,23
345027,170,151,19
342307,170,141,29
242303,170,131,39
209125,170,134,36
191131,170,142,28
182311,170,138,32
832303,169,130,39
822112,169,161,8
803202,169,141,28
493332,169,143,26
475001,169,141,28
473990,169,139,30
416410,169,127,42
284001,169,52,117
228151,169,117,52
125052,169,116,53
845307,168,137,31
811312,168,150,18
572132,168,145,23
562120,168,146,22
494335,168,157,11
456668,168,127,41
401303,168,93,75
341505,168,87,81
321204,168,120,48
263642,168,133,35
241304,168,114,54
174001,168,130,38
122103,168,111,57
788737,167,123,44
783132,167,112,55
587313,167,117,50
481663,167,163,4
458001,167,104,63
444403,167,149,18
431701,167,156,11
363330,167,128,39
335041,167,119,48
331507,167,73,94
321024,167,116,51
306421,167,114,53
282007,167,71,96
243632,167,132,35
243631,167,109,58
210426,167,141,26
124103,167,89,78
798620,166,135,31
785612,166,145,21
783123,166,151,15
782485,166,138,28
583101,166,74,92
495556,166,122,44
485447,166,141,25
483220,166,123,43
457773,166,137,29
454335,166,153,13
361315,166,131,35
271002,166,118,48
262405,166,97,69
230139,166,88,78
221303,166,99,67
212665,166,111,55
842002,165,82,83
821106,165,159,6
813211,165,151,14
803114,165,142,23
788815,165,126,39
580024,165,104,61
464774,165,149,16
458888,165,136,29
444702,165,159,6
335512,165,68,97
274206,165,115,50
271303,165,105,60
271202,165,122,43
249141,165,143,22
248123,165,151,14
246747,165,133,32
212664,165,108,57
210128,165,129,36
205268,165,110,55
848202,164,139,25
824143,164,127,37
815318,164,124,40
796772,164,133,31
785630,164,140,24
783392,164,128,36
584123,164,98,66
561202,164,131,33
486892,164,150,14
451111,164,120,44
445203,164,144,20
442603,164,153,11
425409,164,137,27
362001,164,61,103
335063,164,87,77
303501,164,118,46
303008,164,103,61
302003,164,63,101
301022,164,106,58
284304,164,94,70
283101,164,100,64
226001,164,52,112
221717,164,102,62
136128,164,124,40
851211,163,132,31
841417,163,132,31
829110,163,127,36
814154,163,149,14
814145,163,152,11
796001,163,78,85
782120,163,131,32
737134,163,115,48
573102,163,146,17
560045,163,34,129
493222,163,146,17
431511,163,123,40
425001,163,105,58
414603,163,143,20
410502,163,153,10
385340,163,142,21
364001,163,68,95
344026,163,146,17
328024,163,117,46
301707,163,104,59
276123,163,100,63
225302,163,135,28
224151,163,64,99
224121,163,106,57
202124,163,97,66
135133,163,126,37
843327,162,146,16
843109,162,142,20
833103,162,155,7
785621,162,124,38
781364,162,139,23
493770,162,139,23
490036,162,129,33
475675,162,127,35
452020,162,82,80
443301,162,141,21
441206,162,146,16
431105,162,121,41
389190,162,152,10
342025,162,113,49
313011,162,116,46
311201,162,110,52
303603,162,87,75
285121,162,144,18
247129,162,117,45
230401,162,98,64
229127,162,103,59
185212,162,125,37
176310,162,133,29
175001,162,129,33
852106,161,130,31
845412,161,120,41
841101,161,139,22
835222,161,79,82
825323,161,121,40
786152,161,145,16
784110,161,125,36
591317,161,113,48
571426,161,130,31
495552,161,132,29
452010,161,31,130
442907,161,140,21
415712,161,148,13
413401,161,135,26
272151,161,109,52
224159,161,97,64
209303,161,117,44
123029,161,110,51
824231,160,103,57
796901,160,117,43
788817,160,130,30
480106,160,134,26
473585,160,149,11
450551,160,134,26
431503,160,131,29
431204,160,127,33
401501,160,101,59
305921,160,128,32
281307,160,105,55
229301,160,128,32
227205,160,141,19
209870,160,107,53
207248,160,92,68
202395,160,96,64
182141,160,148,12
825106,159,124,35
587116,159,116,43
493526,159,139,20
481449,159,131,28
455223,159,96,63
360005,159,30,129
312615,159,130,29
307022,159,117,42
281301,159,100,59
272124,159,116,43
262727,159,128,31
191201,159,116,43
815359,158,153,5
811305,158,144,14
805131,158,135,23
782106,158,141,17
781325,158,128,30
583277,158,112,46
577501,158,84,74
454365,158,154,4
431801,158,148,10
415709,158,133,25
412803,158,136,22
362560,158,105,53
342023,158,104,54
334021,158,127,31
306104,158,103,55
249185,158,135,23
247656,158,86,72
246475,158,131,27
223223,158,102,56
175015,158,139,19
852215,157,146,11
847223,157,136,21
847108,157,148,9
815302,157,138,19
813207,157,146,11
577429,157,149,8
571430,157,124,33
563114,157,124,33
496665,157,147,10
465693,157,117,40
416510,157,144,13
413249,157,133,24
410501,157,117,40
395004,157,47,110
389155,157,144,13
321608,157,81,76
321022,157,87,70
313605,157,134,23
311802,157,121,36
303109,157,102,55
271205,157,116,41
262901,157,125,32
262406,157,81,76
243720,157,93,64
231305,157,109,48
222139,157,104,53
182148,157,148,9
175123,157,144,13
121106,157,66,91
847228,156,143,13
845451,156,142,14
843314,156,142,14
801103,156,106,50
581104,156,134,22
562130,156,80,76
480107,156,124,32
431128,156,138,18
425111,156,130,26
383345,156,144,12
341509,156,109,47
321602,156,79,77
313708,156,148,8
248197,156,106,50
229303,156,128,28
210432,156,110,46
854102,155,144,11
852216,155,136,19
845459,155,123,32
845426,155,137,18
843113,155,118,37
825313,155,118,37
577528,155,136,19
577101,155,102,53
481886,155,151,4
481771,155,139,16
460551,155,111,44
442903,155,140,15
416115,155,108,47
402303,155,148,7
303505,155,108,47
302039,155,18,137
285125,155,103,52
276204,155,107,48
271305,155,101,54
271210,155,102,53
263645,155,128,27
212502,155,91,64
185202,155,137,18
173027,155,143,12
848210,154,123,31
848132,154,124,30
781380,154,120,34
495661,154,123,31
493344,154,127,27
481668,154,148,6
465667,154,118,36
458667,154,97,57
454350,154,145,9
444501,154,136,18
396191,154,78,76
334802,154,98,56
314403,154,137,17
301701,154,63,91
282005,154,31,123
274207,154,121,33
249402,154,73,81
246726,154,100,54
232109,154,82,72
203201,154,78,76
202138,154,84,70
815357,153,147,6
801104,153,132,21
795103,153,107,46
791120,153,116,37
785110,153,115,38
784116,153,119,34
783391,153,115,38
577427,153,127,26
491222,153,133,20
442504,153,143,10
414203,153,135,18
394650,153,126,27
389240,153,148,5
342606,153,115,38
342008,153,31,122
322023,153,103,50
303007,153,71,82
302033,153,17,136
262722,153,120,33
247778,153,77,76
224158,153,85,68
221505,153,98,55
209121,153,129,24
207125,153,91,62
843117,152,145,7
841219,152,122,30
812006,152,129,23
495695,152,129,23
491225,152,139,13
480994,152,130,22
465445,152,108,44
441203,152,133,19
413507,152,131,21
326001,152,92,60
271821,152,125,27
246721,152,97,55
229305,152,107,45
206125,152,134,18
193503,152,150,2
123021,152,111,41
121005,152,15,137
852221,151,113,38
845302,151,120,31
843320,151,127,24
841406,151,123,28
829206,151,118,33
821104,151,132,19
811302,151,128,23
476335,151,141,10
445303,151,136,15
440023,151,93,58
360110,151,115,36
333042,151,72,79
326039,151,133,18
313031,151,137,14
303012,151,62,89
302020,151,29,122
285201,151,130,21
271882,151,132,19
247452,151,82,69
246171,151,128,23
230202,151,79,72
211013,151,75,76
193301,151,124,27
181122,151,119,32
843118,150,145,5
834010,150,102,48
824112,150,133,17
823311,150,128,22
821115,150,69,81
802158,150,112,38
792104,150,137,13
585222,150,107,43
584122,150,100,50
480990,150,129,21
470235,150,134,16
454441,150,134,16
431506,150,118,32
360050,150,90,60
325204,150,109,41
321611,150,89,61
314402,150,133,17
313603,150,118,32
302028,150,73,77
272190,150,96,54
251311,150,49,101
249171,150,133,17
209851,150,130,20
209601,150,94,56
205145,150,101,49
202394,150,102,48
202280,150,82,68
136118,150,61,89
854104,149,132,17
847404,149,138,11
844505,149,127,22
577301,149,109,40
573115,149,125,24
495688,149,133,16
495335,149,137,12
485551,149,126,23
471625,149,103,46
442305,149,136,13
422007,149,137,12
362220,149,75,74
342302,149,114,35
325202,149,102,47
323801,149,110,39
302016,149,57,92
302013,149,25,124
273301,149,72,77
244251,149,103,46
230141,149,74,75
222303,149,101,48
221005,149,42,107
844114,148,130,18
833215,148,139,9
825405,148,102,46
822120,148,131,17
805122,148,134,14
782470,148,122,26
562106,148,99,49
494229,148,142,6
486775,148,113,35
484551,148,139,9
484330,148,123,25
444701,148,129,19
441901,148,135,13
416413,148,143,5
314804,148,131,17
274409,148,125,23
273152,148,101,47
272125,148,133,15
210502,148,72,76
210421,148,133,15
202123,148,88,60
193402,148,124,24
125120,148,95,53
841437,147,112,35
796261,147,110,37
586214,147,85,62
475330,147,122,25
423502,147,136,11
421402,147,137,10
401403,147,139,8
364290,147,104,43
362268,147,90,57
246749,147,110,37
232110,147,104,43
212214,147,90,57
209402,147,95,52
182124,147,129,18
127201,147,112,35
847427,146,130,16
847101,146,128,18
845433,146,134,12
835301,146,97,49
816120,146,128,18
814149,146,133,13
813204,146,134,12
811106,146,121,25
805126,146,117,29
804421,146,111,35
784190,146,119,27
781360,146,114,32
585330,146,61,85
415508,146,135,11
415002,146,125,21
413305,146,131,15
360370,146,61,85
262723,146,132,14
250404,146,94,52
249152,146,130,16
242305,146,114,32
229412,145,75,70
208011,146,24,122
845306,145,104,41
835213,145,109,36
825101,145,91,54
822128,145,132,13
796431,145,108,37
794114,145,141,4
591302,145,130,15
586203,145,105,40
486111,145,112,33
425452,145,138,7
425107,145,125,20
414204,145,125,20
400067,145,70,75
313332,145,112,33
311602,145,109,36
304504,145,104,41
250342,145,94,51
243303,145,87,58
231223,145,131,14
222145,145,76,69
194101,145,120,25
193303,145,129,16
131101,145,85,60
126112,145,101,44
847452,144,129,15
845305,144,100,44
845104,144,129,15
841503,144,131,13
835229,144,129,15
805106,144,126,18
795138,144,83,61
785635,144,132,12
781123,144,132,12
590001,144,72,72
477222,144,120,24
473665,144,134,10
470441,144,127,17
451881,144,136,8
388260,144,135,9
385550,144,136,8
380001,144,73,71
364710,144,74,70
342014,144,92,52
322025,144,97,47
273307,144,95,49
272130,144,93,51
249125,144,127,17
247777,144,70,74
232111,144,128,16
221010,143,26,117
212205,144,67,77
182128,144,140,4
854337,143,130,13
847235,143,130,13
845422,143,121,22
829121,143,124,19
828113,143,112,31
825403,143,134,9
824118,143,128,15
